Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
maven,org.apache.maven.repository,MirrorProcessorTest,testMirrorWildcardLookup,9,1,0,82,1,,
maven,org.apache.maven.repository,MirrorProcessorTest,testMirrorStopOnFirstMatch,16,1,0,97,1,,
maven,org.apache.maven.repository,MirrorProcessorTest,testPatterns,26,1,0,125,1,,
maven,org.apache.maven.repository,MirrorProcessorTest,testPatternsWithExternal,10,1,0,161,1,,
maven,org.apache.maven.repository,MirrorProcessorTest,testLayoutPattern,13,1,0,175,1,,
maven,org.apache.maven.repository,MirrorProcessorTest,testMirrorLayoutConsideredForMatching,11,1,0,194,1,,
maven,org.apache.maven.repository,MirrorProcessorTest,getRepo,3,1,2,211,0,,
maven,org.apache.maven.repository,MirrorProcessorTest,getRepo,3,1,1,222,0,,
maven,org.apache.maven.repository,MirrorProcessorTest,newMirror,3,1,3,232,0,,
maven,org.apache.maven.repository,MirrorProcessorTest,newMirror,8,1,4,236,0,,
maven,org.apache.maven.repository,TestArtifactHandler,TestArtifactHandler,3,1,1,33,0,,
maven,org.apache.maven.repository,TestArtifactHandler,TestArtifactHandler,4,1,2,37,0,,
maven,org.apache.maven.repository,TestArtifactHandler,getClassifier,3,1,0,42,0,,
maven,org.apache.maven.repository,TestArtifactHandler,getDirectory,3,1,0,46,0,org.apache.maven.repository.TestArtifactHandler,org.apache.maven.repository.TestArtifactHandler
maven,org.apache.maven.repository,TestArtifactHandler,getExtension,3,1,0,50,0,,
maven,org.apache.maven.repository,TestArtifactHandler,getLanguage,3,1,0,54,0,,
maven,org.apache.maven.repository,TestArtifactHandler,getPackaging,3,1,0,58,0,,
maven,org.apache.maven.repository,TestArtifactHandler,isAddedToClasspath,3,1,0,62,0,,
maven,org.apache.maven.repository,TestArtifactHandler,isIncludesDependencies,3,1,0,66,0,,
maven,org.apache.maven.repository,TestRepositorySystem,TestRepositorySystem,3,1,0,70,0,,
maven,org.apache.maven.repository,TestRepositorySystem,TestRepositorySystem,4,1,2,74,0,,
maven,org.apache.maven.repository,TestRepositorySystem,buildArtifactRepository,3,1,1,80,0,,
maven,org.apache.maven.repository,TestRepositorySystem,createArtifact,3,1,4,89,0,org.apache.maven.repository.TestRepositorySystem,org.apache.maven.repository.TestRepositorySystem
maven,org.apache.maven.repository,TestRepositorySystem,createArtifact,3,1,5,93,0,,
maven,org.apache.maven.repository,TestRepositorySystem,createArtifactRepository,3,1,5,97,0,,
maven,org.apache.maven.repository,TestRepositorySystem,createArtifactWithClassifier,3,1,5,106,0,,
maven,org.apache.maven.repository,TestRepositorySystem,createDefaultLocalRepository,3,1,0,111,0,org.apache.maven.repository.TestRepositorySystem,org.apache.maven.repository.TestRepositorySystem
maven,org.apache.maven.repository,TestRepositorySystem,createDefaultRemoteRepository,3,1,0,116,0,,
maven,org.apache.maven.repository,TestRepositorySystem,createDependencyArtifact,8,2,1,129,0,,
maven,org.apache.maven.repository,TestRepositorySystem,createLocalRepository,3,1,1,147,0,,
maven,org.apache.maven.repository,TestRepositorySystem,createPluginArtifact,14,2,1,156,0,,
maven,org.apache.maven.repository,TestRepositorySystem,createProjectArtifact,3,1,3,171,0,org.apache.maven.repository.TestRepositorySystem,org.apache.maven.repository.TestRepositorySystem
maven,org.apache.maven.repository,TestRepositorySystem,getEffectiveRepositories,3,1,1,175,0,,
maven,org.apache.maven.repository,TestRepositorySystem,getMirror,3,1,2,179,0,,
maven,org.apache.maven.repository,TestRepositorySystem,injectAuthentication,2,1,2,183,0,,
maven,org.apache.maven.repository,TestRepositorySystem,injectMirror,2,1,2,185,0,,
maven,org.apache.maven.repository,TestRepositorySystem,injectProxy,2,1,2,187,0,,
maven,org.apache.maven.repository,TestRepositorySystem,publish,2,1,4,189,0,,
maven,org.apache.maven.repository,TestRepositorySystem,resolve,51,9,1,196,0,org.apache.maven.repository.TestRepositorySystem,org.apache.maven.repository.TestRepositorySystem
maven,org.apache.maven.repository,TestRepositorySystem,resolve,18,4,2,258,0,,
maven,org.apache.maven.repository,TestRepositorySystem,retrieve,2,1,4,285,0,,
maven,org.apache.maven.repository,TestRepositorySystem,injectMirror,2,1,2,295,0,,
maven,org.apache.maven.repository,TestRepositorySystem,injectProxy,2,1,2,297,0,,
maven,org.apache.maven.repository,TestRepositorySystem,injectAuthentication,2,1,2,299,0,,
maven,org.apache.maven.repository,TestMavenRepositorySystem,TestMavenRepositorySystem,3,1,2,42,0,,
maven,org.apache.maven.repository,TestMavenRepositorySystem,createDefaultRemoteRepository,3,1,0,48,0,,
maven,org.apache.maven.repository,TestRepositoryConnector,TestRepositoryConnector,18,3,1,50,0,,
maven,org.apache.maven.repository,TestRepositoryConnector,close,2,1,0,69,0,,
maven,org.apache.maven.repository,TestRepositoryConnector,get,38,7,2,71,0,org.apache.maven.repository.TestRepositoryConnector,org.apache.maven.repository.TestRepositoryConnector
maven,org.apache.maven.repository,TestRepositoryConnector,path,12,2,1,108,0,,
maven,org.apache.maven.repository,TestRepositoryConnector,path,7,1,1,128,0,,
maven,org.apache.maven.repository,TestRepositoryConnector,put,2,1,2,140,0,,
maven,org.apache.maven.repository,TestRepositoryConnectorFactory,newInstance,3,1,2,36,0,,
maven,org.apache.maven.repository,TestRepositoryConnectorFactory,getPriority,3,1,0,41,0,,
maven,org.apache.maven.building,DefaultProblem,DefaultProblem,8,1,6,41,0,,
maven,org.apache.maven.building,DefaultProblem,getSource,3,1,0,63,0,,
maven,org.apache.maven.building,DefaultProblem,getLineNumber,3,1,0,67,0,,
maven,org.apache.maven.building,DefaultProblem,getColumnNumber,3,1,0,71,0,,
maven,org.apache.maven.building,DefaultProblem,getLocation,22,7,0,75,0,org.apache.maven.building.DefaultProblem,org.apache.maven.building.DefaultProblem
maven,org.apache.maven.building,DefaultProblem,getException,3,1,0,102,0,,
maven,org.apache.maven.building,DefaultProblem,getMessage,13,3,0,106,0,,
maven,org.apache.maven.building,DefaultProblem,getSeverity,3,1,0,122,0,,
maven,org.apache.maven.building,DefaultProblem,toString,11,2,0,126,0,org.apache.maven.building.DefaultProblem,org.apache.maven.building.DefaultProblem
maven,org.apache.maven.building,DefaultProblemCollector,DefaultProblemCollector,3,1,1,34,0,,
maven,org.apache.maven.building,DefaultProblemCollector,getProblems,3,1,0,38,0,,
maven,org.apache.maven.building,DefaultProblemCollector,setSource,3,1,1,43,0,,
maven,org.apache.maven.building,DefaultProblemCollector,add,4,1,5,48,0,,
maven,org.apache.maven.building,FileSource,FileSource,4,1,1,36,0,,
maven,org.apache.maven.building,FileSource,getInputStream,3,1,0,46,0,,
maven,org.apache.maven.building,FileSource,getLocation,3,1,0,51,0,,
maven,org.apache.maven.building,FileSource,getFile,3,1,0,56,0,,
maven,org.apache.maven.building,FileSource,toString,3,1,0,65,0,org.apache.maven.building.FileSource,org.apache.maven.building.FileSource
maven,org.apache.maven.building,FileSource,hashCode,3,1,0,70,0,,
maven,org.apache.maven.building,FileSource,equals,13,4,1,75,0,,
maven,org.apache.maven.building,Problem,getSource,0,1,0,38,0,,
maven,org.apache.maven.building,Problem,getLineNumber,0,1,0,48,0,,
maven,org.apache.maven.building,Problem,getColumnNumber,0,1,0,56,0,,
maven,org.apache.maven.building,Problem,getLocation,0,1,0,64,0,,
maven,org.apache.maven.building,Problem,getException,0,1,0,73,0,,
maven,org.apache.maven.building,Problem,getMessage,0,1,0,80,0,,
maven,org.apache.maven.building,Problem,getSeverity,0,1,0,87,0,,
maven,org.apache.maven.building,ProblemCollector,add,0,1,5,29,0,,
maven,org.apache.maven.building,ProblemCollector,setSource,0,1,1,41,0,,
maven,org.apache.maven.building,ProblemCollector,getProblems,0,1,0,49,0,,
maven,org.apache.maven.building,ProblemCollectorFactory,newInstance,3,1,1,29,0,,
maven,org.apache.maven.building,Source,getInputStream,0,1,0,30,0,,
maven,org.apache.maven.building,Source,getLocation,0,1,0,38,0,,
maven,org.apache.maven.building,StringSource,StringSource,3,1,1,37,0,,
maven,org.apache.maven.building,StringSource,StringSource,5,1,2,46,0,,
maven,org.apache.maven.building,StringSource,getInputStream,3,1,0,58,0,,
maven,org.apache.maven.building,StringSource,getLocation,3,1,0,63,0,,
maven,org.apache.maven.building,StringSource,getContent,3,1,0,68,0,,
maven,org.apache.maven.building,StringSource,toString,3,1,0,77,0,org.apache.maven.building.StringSource,org.apache.maven.building.StringSource
maven,org.apache.maven.building,StringSource,hashCode,3,1,0,82,0,,
maven,org.apache.maven.building,StringSource,equals,13,4,1,87,0,,
maven,org.apache.maven.building,UrlSource,UrlSource,4,1,1,36,0,,
maven,org.apache.maven.building,UrlSource,getInputStream,3,1,0,46,0,,
maven,org.apache.maven.building,UrlSource,getLocation,3,1,0,51,0,,
maven,org.apache.maven.building,UrlSource,getUrl,3,1,0,56,0,,
maven,org.apache.maven.building,UrlSource,toString,3,1,0,65,0,org.apache.maven.building.UrlSource,org.apache.maven.building.UrlSource
maven,org.apache.maven.building,UrlSource,hashCode,3,1,0,70,0,,
maven,org.apache.maven.building,UrlSource,equals,13,4,1,75,0,,
maven,org.apache.maven.building,DefaultProblemCollectorTest,testGetProblems,21,1,0,30,1,,
maven,org.apache.maven.building,DefaultProblemCollectorTest,testSetSource,11,1,0,58,1,,
maven,org.apache.maven.building,DefaultProblemTest,testGetSeverity,10,1,0,30,1,,
maven,org.apache.maven.building,DefaultProblemTest,testGetLineNumber,10,1,0,45,1,,
maven,org.apache.maven.building,DefaultProblemTest,testGetColumnNumber,10,1,0,61,1,,
maven,org.apache.maven.building,DefaultProblemTest,testGetException,7,1,0,77,1,,
maven,org.apache.maven.building,DefaultProblemTest,testGetSource,8,1,0,87,1,,
maven,org.apache.maven.building,DefaultProblemTest,testGetLocation,12,1,0,99,1,,
maven,org.apache.maven.building,DefaultProblemTest,testGetMessage,8,1,0,117,1,,
maven,org.apache.maven.building,FileSourceTest,testFileSource,4,1,0,32,1,,
maven,org.apache.maven.building,FileSourceTest,testGetInputStream,7,1,0,39,1,,
maven,org.apache.maven.building,FileSourceTest,testGetLocation,5,1,0,51,1,,
maven,org.apache.maven.building,FileSourceTest,testGetFile,5,1,0,58,1,,
maven,org.apache.maven.building,ProblemCollectorFactoryTest,testNewInstance,8,1,0,30,1,,
maven,org.apache.maven.building,StringSourceTest,testGetInputStream,6,1,0,29,1,,
maven,org.apache.maven.building,StringSourceTest,testGetLocation,6,1,0,39,1,,
maven,org.apache.maven.building,StringSourceTest,testGetContent,6,1,0,48,1,,
maven,org.apache.maven.building,UrlSourceTest,testUrlSource,4,1,0,33,1,,
maven,org.apache.maven.building,UrlSourceTest,testGetInputStream,7,1,0,40,1,,
maven,org.apache.maven.building,UrlSourceTest,testGetLocation,5,1,0,50,1,,
maven,org.apache.maven.artifact.deployer,ArtifactDeployer,deploy,0,1,5,33,0,,
maven,org.apache.maven.artifact.deployer,ArtifactDeployer,deploy,0,1,4,55,0,,
maven,org.apache.maven.artifact.deployer,ArtifactDeploymentException,ArtifactDeploymentException,3,1,1,25,0,,
maven,org.apache.maven.artifact.deployer,ArtifactDeploymentException,ArtifactDeploymentException,3,1,1,29,0,,
maven,org.apache.maven.artifact.deployer,ArtifactDeploymentException,ArtifactDeploymentException,3,1,2,33,0,,
maven,org.apache.maven.artifact.deployer,DefaultArtifactDeployer,deploy,5,1,5,65,0,org.apache.maven.artifact.deployer.DefaultArtifactDeployer,org.apache.maven.artifact.deployer.DefaultArtifactDeployer
maven,org.apache.maven.artifact.deployer,DefaultArtifactDeployer,deploy,51,9,4,82,0,,
maven,org.apache.maven.artifact.deployer,ArtifactDeployerTest,component,3,1,0,48,0,,
maven,org.apache.maven.artifact.deployer,ArtifactDeployerTest,testArtifactInstallation,18,1,0,52,1,,
maven,org.apache.maven.artifact.deployer,SimpleArtifactMetadataSource,retrieve,3,1,3,38,0,,
maven,org.apache.maven.artifact.deployer,SimpleArtifactMetadataSource,retrieveAvailableVersions,3,1,3,43,0,,
maven,org.apache.maven.artifact.deployer,SimpleArtifactMetadataSource,retrieveAvailableVersionsFromDeploymentRepository,3,1,3,48,0,,
maven,org.apache.maven.artifact.deployer,SimpleArtifactMetadataSource,retrieve,3,1,1,53,0,org.apache.maven.artifact.deployer.SimpleArtifactMetadataSource,org.apache.maven.artifact.deployer.SimpleArtifactMetadataSource
maven,org.apache.maven.artifact.installer,ArtifactInstallationException,ArtifactInstallationException,3,1,1,25,0,,
maven,org.apache.maven.artifact.installer,ArtifactInstallationException,ArtifactInstallationException,3,1,1,29,0,,
maven,org.apache.maven.artifact.installer,ArtifactInstallationException,ArtifactInstallationException,3,1,2,33,0,,
maven,org.apache.maven.artifact.installer,ArtifactInstaller,install,0,1,4,32,0,,
maven,org.apache.maven.artifact.installer,ArtifactInstaller,install,0,1,3,48,0,,
maven,org.apache.maven.artifact.installer,DefaultArtifactInstaller,install,5,1,4,60,0,org.apache.maven.artifact.installer.DefaultArtifactInstaller,org.apache.maven.artifact.installer.DefaultArtifactInstaller
maven,org.apache.maven.artifact.installer,DefaultArtifactInstaller,install,38,6,3,70,0,,
maven,org.apache.maven.artifact.installer,ArtifactInstallerTest,component,3,1,0,43,0,,
maven,org.apache.maven.artifact.installer,ArtifactInstallerTest,testArtifactInstallation,14,1,0,47,1,,
maven,org.apache.maven.artifact.manager,DefaultWagonManager,getAuthenticationInfo,24,6,1,71,0,,
maven,org.apache.maven.artifact.manager,DefaultWagonManager,getProxy,26,6,1,104,0,,
maven,org.apache.maven.artifact.manager,DefaultWagonManager,getArtifact,3,1,2,138,0,org.apache.maven.artifact.manager.DefaultWagonManager,org.apache.maven.artifact.manager.DefaultWagonManager
maven,org.apache.maven.artifact.manager,DefaultWagonManager,getArtifact,3,1,2,143,0,org.apache.maven.artifact.manager.DefaultWagonManager,org.apache.maven.artifact.manager.DefaultWagonManager
maven,org.apache.maven.artifact.manager,DefaultWagonManager,getMirrorRepository,12,3,1,148,0,,
maven,org.apache.maven.artifact.manager,WagonConfigurationException,WagonConfigurationException,3,1,3,25,0,,
maven,org.apache.maven.artifact.manager,WagonConfigurationException,WagonConfigurationException,3,1,2,29,0,,
maven,org.apache.maven.artifact.manager,WagonManager,getAuthenticationInfo,0,1,1,36,0,,
maven,org.apache.maven.artifact.manager,WagonManager,getProxy,0,1,1,45,0,,
maven,org.apache.maven.artifact.manager,WagonManager,getArtifact,0,1,2,47,0,,
maven,org.apache.maven.artifact.manager,WagonManager,getArtifact,0,1,2,50,0,,
maven,org.apache.maven.artifact.manager,WagonManager,getMirrorRepository,0,1,1,53,0,,
maven,org.apache.maven,ArtifactFilterManager,getArtifactFilter,0,1,0,30,0,,
maven,org.apache.maven,ArtifactFilterManager,getCoreArtifactFilter,0,1,0,39,0,,
maven,org.apache.maven,ArtifactFilterManager,excludeArtifact,0,1,1,46,0,,
maven,org.apache.maven,ArtifactFilterManager,getCoreArtifactExcludes,0,1,0,55,0,,
maven,org.apache.maven,ArtifactFilterManagerDelegate,addExcludes,0,1,1,29,0,,
maven,org.apache.maven,ArtifactFilterManagerDelegate,addCoreExcludes,0,1,1,31,0,,
maven,org.apache.maven,DefaultArtifactFilterManager,DefaultArtifactFilterManager,4,1,2,47,0,,
maven,org.apache.maven,DefaultArtifactFilterManager,getExcludedArtifacts,6,2,0,53,0,,
maven,org.apache.maven,DefaultArtifactFilterManager,getArtifactFilter,7,2,0,60,0,org.apache.maven.DefaultArtifactFilterManager,org.apache.maven.DefaultArtifactFilterManager
maven,org.apache.maven,DefaultArtifactFilterManager,getCoreArtifactFilter,3,1,0,75,0,org.apache.maven.DefaultArtifactFilterManager,org.apache.maven.DefaultArtifactFilterManager
maven,org.apache.maven,DefaultArtifactFilterManager,excludeArtifact,3,1,1,84,0,org.apache.maven.DefaultArtifactFilterManager,org.apache.maven.DefaultArtifactFilterManager
maven,org.apache.maven,DefaultArtifactFilterManager,getCoreArtifactExcludes,7,2,0,88,0,,
maven,org.apache.maven,DefaultProjectDependenciesResolver,DefaultProjectDependenciesResolver,4,1,2,60,0,,
maven,org.apache.maven,DefaultProjectDependenciesResolver,resolve,3,1,3,67,0,org.apache.maven.DefaultProjectDependenciesResolver,org.apache.maven.DefaultProjectDependenciesResolver
maven,org.apache.maven,DefaultProjectDependenciesResolver,resolve,4,1,4,72,0,org.apache.maven.DefaultProjectDependenciesResolver,org.apache.maven.DefaultProjectDependenciesResolver
maven,org.apache.maven,DefaultProjectDependenciesResolver,resolve,3,1,3,83,0,org.apache.maven.DefaultProjectDependenciesResolver,org.apache.maven.DefaultProjectDependenciesResolver
maven,org.apache.maven,DefaultProjectDependenciesResolver,resolve,3,1,5,89,0,org.apache.maven.DefaultProjectDependenciesResolver,org.apache.maven.DefaultProjectDependenciesResolver
maven,org.apache.maven,DefaultProjectDependenciesResolver,resolveImpl,40,7,5,104,0,,
maven,org.apache.maven,DefaultProjectDependenciesResolver,getIgnorableArtifacts,8,2,1,203,0,,
maven,org.apache.maven,DefaultProjectDependenciesResolver,getIgnorableArtifacts,8,2,1,213,0,,
maven,org.apache.maven,ProjectDependenciesResolver,resolve,0,1,3,38,0,,
maven,org.apache.maven,ProjectDependenciesResolver,resolve,0,1,4,51,0,,
maven,org.apache.maven,ProjectDependenciesResolver,resolve,0,1,5,69,0,,
maven,org.apache.maven,ProjectDependenciesResolver,resolve,0,1,3,89,0,,
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,getProjectsDirectory,0,1,0,72,0,,
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,getContainer,3,1,0,74,0,,
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,getProject,6,1,1,78,0,org.apache.maven.AbstractCoreMavenComponentTestCase,org.apache.maven.AbstractCoreMavenComponentTestCase
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,createMavenExecutionRequest,7,2,1,85,0,org.apache.maven.AbstractCoreMavenComponentTestCase,org.apache.maven.AbstractCoreMavenComponentTestCase
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,createMavenSession,3,1,1,106,0,org.apache.maven.AbstractCoreMavenComponentTestCase,org.apache.maven.AbstractCoreMavenComponentTestCase
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,createMavenSession,3,1,2,110,0,org.apache.maven.AbstractCoreMavenComponentTestCase,org.apache.maven.AbstractCoreMavenComponentTestCase
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,createMavenSession,30,5,3,114,0,org.apache.maven.AbstractCoreMavenComponentTestCase,org.apache.maven.AbstractCoreMavenComponentTestCase
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,initRepoSession,7,1,1,158,0,,
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,createStubMavenProject,7,1,0,166,0,,
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,getRemoteRepositories,13,1,0,174,0,,
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,getPluginArtifactRepositories,3,1,0,191,0,org.apache.maven.AbstractCoreMavenComponentTestCase,org.apache.maven.AbstractCoreMavenComponentTestCase
maven,org.apache.maven,AbstractCoreMavenComponentTestCase,getLocalRepository,4,1,0,195,0,,
maven,org.apache.maven,ProjectDependenciesResolverTest,getProjectsDirectory,3,1,0,43,0,,
maven,org.apache.maven,ProjectDependenciesResolverTest,testSystemScopeDependencies,7,1,0,72,1,,
maven,org.apache.maven,ProjectDependenciesResolverTest,testSystemScopeDependencyIsPresentInTheCompileClasspathElements,13,1,0,90,1,,
maven,org.apache.maven,AbstractMavenLifecycleParticipant,afterProjectsRead,2,1,1,35,0,,
maven,org.apache.maven,AbstractMavenLifecycleParticipant,afterSessionStart,2,1,1,48,0,,
maven,org.apache.maven,AbstractMavenLifecycleParticipant,afterSessionEnd,2,1,1,63,0,,
maven,org.apache.maven,BuildAbort,BuildAbort,3,1,1,26,0,,
maven,org.apache.maven,BuildAbort,BuildAbort,3,1,2,30,0,,
maven,org.apache.maven,BuildFailureException,BuildFailureException,3,1,1,26,0,,
maven,org.apache.maven,BuildFailureException,BuildFailureException,3,1,2,30,0,,
maven,org.apache.maven,DefaultMaven,DefaultMaven,15,1,12,117,0,,
maven,org.apache.maven,DefaultMaven,execute,21,2,1,147,0,org.apache.maven.DefaultMaven,org.apache.maven.DefaultMaven
maven,org.apache.maven,DefaultMaven,doExecute,24,1,1,198,0,org.apache.maven.DefaultMaven,org.apache.maven.DefaultMaven
maven,org.apache.maven,DefaultMaven,doExecute,76,6,4,233,0,org.apache.maven.DefaultMaven,org.apache.maven.DefaultMaven
maven,org.apache.maven,DefaultMaven,setupWorkspaceReader,11,2,2,338,0,,
maven,org.apache.maven,DefaultMaven,afterSessionStart,3,1,1,355,0,org.apache.maven.DefaultMaven,org.apache.maven.DefaultMaven
maven,org.apache.maven,DefaultMaven,afterProjectsRead,3,1,1,359,0,org.apache.maven.DefaultMaven,org.apache.maven.DefaultMaven
maven,org.apache.maven,DefaultMaven,afterSessionEnd,3,1,1,363,0,org.apache.maven.DefaultMaven,org.apache.maven.DefaultMaven
maven,org.apache.maven,DefaultMaven,callListeners,12,2,2,372,0,,
maven,org.apache.maven,DefaultMaven,persistResumptionData,16,2,2,385,0,,
maven,org.apache.maven,DefaultMaven,newRepositorySession,3,1,1,406,0,,
maven,org.apache.maven,DefaultMaven,validateLocalRepository,8,2,1,410,0,,
maven,org.apache.maven,DefaultMaven,getExtensionComponents,11,1,2,422,0,,
maven,org.apache.maven,DefaultMaven,getProjectScopedExtensionComponents,27,4,2,437,0,,
maven,org.apache.maven,DefaultMaven,addExceptionToResult,6,2,2,468,0,,
maven,org.apache.maven,DefaultMaven,validatePrerequisitesForNonMavenPluginProjects,10,4,1,476,0,,
maven,org.apache.maven,DefaultMaven,getAllProfiles,16,3,1,494,0,,
maven,org.apache.maven,DefaultMaven,validateRequiredProfiles,11,2,2,524,0,org.apache.maven.DefaultMaven,org.apache.maven.DefaultMaven
maven,org.apache.maven,DefaultMaven,validateOptionalProjects,7,1,2,552,0,,
maven,org.apache.maven,DefaultMaven,validateOptionalProfiles,10,2,2,567,0,org.apache.maven.DefaultMaven,org.apache.maven.DefaultMaven
maven,org.apache.maven,DefaultMaven,getProjectMap,25,5,1,591,0,,
maven,org.apache.maven,DefaultMaven,buildGraph,18,4,1,626,0,,
maven,org.apache.maven,DefaultMaven,getLogger,3,1,0,646,0,,
maven,org.apache.maven,DuplicateProjectException,DuplicateProjectException,4,1,2,34,0,,
maven,org.apache.maven,DuplicateProjectException,getCollisions,3,1,0,46,0,,
maven,org.apache.maven,InternalErrorException,InternalErrorException,3,1,2,27,0,,
maven,org.apache.maven,Maven,execute,0,1,1,34,0,,
maven,org.apache.maven,MavenExecutionException,MavenExecutionException,4,1,2,30,0,,
maven,org.apache.maven,MavenExecutionException,MavenExecutionException,4,1,3,35,0,,
maven,org.apache.maven,MavenExecutionException,MavenExecutionException,3,1,2,40,0,,
maven,org.apache.maven,MavenExecutionException,getPomFile,3,1,0,44,0,,
maven,org.apache.maven,MissingModuleException,MissingModuleException,5,1,3,31,0,,
maven,org.apache.maven,MissingModuleException,getModuleFile,3,1,0,37,0,,
maven,org.apache.maven,MissingModuleException,getModuleName,3,1,0,41,0,,
maven,org.apache.maven,MissingProfilesException,MissingProfilesException,3,1,1,26,0,,
maven,org.apache.maven,ProjectBuildFailureException,ProjectBuildFailureException,4,1,2,35,0,,
maven,org.apache.maven,ProjectBuildFailureException,getMojoFailureException,3,1,0,41,0,,
maven,org.apache.maven,ProjectBuildFailureException,getProjectId,3,1,0,45,0,,
maven,org.apache.maven,ProjectCycleException,ProjectCycleException,3,1,1,26,0,,
maven,org.apache.maven,ProjectCycleException,ProjectCycleException,3,1,2,30,0,,
maven,org.apache.maven,ReactorReader,ReactorReader,4,1,1,85,0,,
maven,org.apache.maven,ReactorReader,getRepository,3,1,0,95,0,,
maven,org.apache.maven,ReactorReader,findArtifact,15,4,1,99,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,findVersions,3,1,1,119,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,findModel,4,1,1,130,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,findArtifact,20,6,2,140,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,determineBuildOutputDirectoryForArtifact,17,4,2,175,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,isPackagedArtifactUpToDate,30,7,2,204,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,hasBeenPackagedDuringThisSession,0,6,1,251,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,relativizeOutputFile,4,1,1,270,0,,
maven,org.apache.maven,ReactorReader,findMatchingArtifact,4,1,2,276,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,isTestArtifact,3,1,1,292,0,,
maven,org.apache.maven,ReactorReader,findInProjectLocalRepository,4,1,1,303,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,processEvent,0,7,1,308,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,getLifecycles,3,1,1,340,0,,
maven,org.apache.maven,ReactorReader,installIntoProjectLocalRepository,5,2,1,344,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,cleanProjectLocalRepository,22,3,1,360,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,getProjectArtifacts,4,1,1,385,0,,
maven,org.apache.maven,ReactorReader,isRegularFile,3,1,1,400,0,,
maven,org.apache.maven,ReactorReader,installIntoProjectLocalRepository,11,1,1,404,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,getArtifactPath,9,1,1,419,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,getProjectLocalRepo,13,3,0,435,0,,
maven,org.apache.maven,ReactorReader,getProject,3,1,1,454,0,org.apache.maven.ReactorReader,org.apache.maven.ReactorReader
maven,org.apache.maven,ReactorReader,getProjects,14,3,0,462,0,,
maven,org.apache.maven,RepositoryUtils,nullify,3,1,1,67,0,,
maven,org.apache.maven,RepositoryUtils,toArtifact,9,2,1,71,0,org.apache.maven.RepositoryUtils,org.apache.maven.RepositoryUtils
maven,org.apache.maven,RepositoryUtils,toArtifact,13,2,1,83,0,org.apache.maven.RepositoryUtils,org.apache.maven.RepositoryUtils
maven,org.apache.maven,RepositoryUtils,toArtifacts,13,3,4,113,0,org.apache.maven.RepositoryUtils,org.apache.maven.RepositoryUtils
maven,org.apache.maven,RepositoryUtils,toArtifact,17,4,1,134,0,org.apache.maven.RepositoryUtils,org.apache.maven.RepositoryUtils
maven,org.apache.maven,RepositoryUtils,toDependency,8,2,2,163,0,org.apache.maven.RepositoryUtils,org.apache.maven.RepositoryUtils
maven,org.apache.maven,RepositoryUtils,toRepos,3,1,1,177,0,,
maven,org.apache.maven,RepositoryUtils,toRepo,14,2,1,183,0,org.apache.maven.RepositoryUtils,org.apache.maven.RepositoryUtils
maven,org.apache.maven,RepositoryUtils,getLayout,16,3,1,199,0,,
maven,org.apache.maven,RepositoryUtils,toPolicy,7,2,1,218,0,,
maven,org.apache.maven,RepositoryUtils,toAuthentication,10,2,1,226,0,,
maven,org.apache.maven,RepositoryUtils,toProxy,9,2,1,237,0,,
maven,org.apache.maven,RepositoryUtils,newHandler,4,1,1,247,0,,
