Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
maven,org.apache.maven.internal.aether,ReverseTreeRepositoryListenerTest,isLocalRepositoryArtifactTest,12,1,0,41,1,,
maven,org.apache.maven.internal.aether,ReverseTreeRepositoryListenerTest,isMissingArtifactTest,9,1,0,62,1,,
maven,org.apache.maven.internal.aether,ReverseTreeRepositoryListenerTest,lookupCollectStepDataTest,11,1,0,77,1,,
maven,org.apache.maven.internal.impl,AbstractNode,getDependencyNode,0,1,0,34,0,,
maven,org.apache.maven.internal.impl,AbstractNode,accept,10,4,1,36,0,,
maven,org.apache.maven.internal.impl,AbstractNode,filter,4,1,1,48,0,,
maven,org.apache.maven.internal.impl,AbstractNode,asString,11,2,0,55,0,org.apache.maven.internal.impl.AbstractNode,org.apache.maven.internal.impl.AbstractNode
maven,org.apache.maven.internal.impl,AbstractNode,toString,3,1,0,71,0,org.apache.maven.internal.impl.AbstractNode,org.apache.maven.internal.impl.AbstractNode
maven,org.apache.maven.internal.impl,AbstractSession,getRemoteRepository,3,1,1,82,0,,
maven,org.apache.maven.internal.impl,AbstractSession,getNode,3,1,1,86,0,org.apache.maven.internal.impl.AbstractSession,org.apache.maven.internal.impl.AbstractSession
maven,org.apache.maven.internal.impl,AbstractSession,getNode,3,1,2,90,0,,
maven,org.apache.maven.internal.impl,AbstractSession,getArtifact,3,1,1,94,0,,
maven,org.apache.maven.internal.impl,AbstractSession,getDependency,3,1,1,99,0,,
maven,org.apache.maven.internal.impl,AbstractSession,getProjects,3,1,1,104,0,,
maven,org.apache.maven.internal.impl,AbstractSession,getProject,3,1,1,108,0,,
maven,org.apache.maven.internal.impl,AbstractSession,toRepositories,3,1,1,112,0,,
maven,org.apache.maven.internal.impl,AbstractSession,toRepository,8,2,1,118,0,,
maven,org.apache.maven.internal.impl,AbstractSession,toRepository,8,2,1,127,0,,
maven,org.apache.maven.internal.impl,AbstractSession,toArtifactRepositories,3,1,1,136,0,,
maven,org.apache.maven.internal.impl,AbstractSession,toArtifactRepository,0,1,1,142,0,,
maven,org.apache.maven.internal.impl,AbstractSession,toDependencies,3,1,1,144,0,,
maven,org.apache.maven.internal.impl,AbstractSession,toDependency,0,1,1,150,0,,
maven,org.apache.maven.internal.impl,AbstractSession,toArtifacts,3,1,1,152,0,,
maven,org.apache.maven.internal.impl,AbstractSession,toArtifact,10,3,1,158,0,,
maven,org.apache.maven.internal.impl,AbstractSession,toArtifact,6,2,1,179,0,,
maven,org.apache.maven.internal.impl,AbstractSession,registerListener,3,1,1,193,0,,
maven,org.apache.maven.internal.impl,AbstractSession,unregisterListener,3,1,1,198,0,,
maven,org.apache.maven.internal.impl,AbstractSession,getListeners,3,1,0,203,0,,
maven,org.apache.maven.internal.impl,AbstractSession,createLocalRepository,3,1,1,213,0,,
maven,org.apache.maven.internal.impl,AbstractSession,createRemoteRepository,3,1,2,223,0,,
maven,org.apache.maven.internal.impl,AbstractSession,createRemoteRepository,3,1,1,234,0,,
maven,org.apache.maven.internal.impl,AbstractSession,createArtifactCoordinate,3,1,4,245,0,,
maven,org.apache.maven.internal.impl,AbstractSession,createArtifactCoordinate,3,1,6,256,0,,
maven,org.apache.maven.internal.impl,AbstractSession,createArtifactCoordinate,3,1,1,268,0,,
maven,org.apache.maven.internal.impl,AbstractSession,createArtifact,3,1,4,286,0,,
maven,org.apache.maven.internal.impl,AbstractSession,createArtifact,3,1,6,296,0,,
maven,org.apache.maven.internal.impl,AbstractSession,resolveArtifact,3,1,1,308,0,,
maven,org.apache.maven.internal.impl,AbstractSession,resolveArtifacts,3,1,1,324,0,,
maven,org.apache.maven.internal.impl,AbstractSession,resolveArtifacts,3,1,1,335,0,,
maven,org.apache.maven.internal.impl,AbstractSession,resolveArtifact,4,1,1,349,0,org.apache.maven.internal.impl.AbstractSession,org.apache.maven.internal.impl.AbstractSession
maven,org.apache.maven.internal.impl,AbstractSession,resolveArtifacts,5,1,1,362,0,,
maven,org.apache.maven.internal.impl,AbstractSession,installArtifacts,3,1,1,370,0,,
maven,org.apache.maven.internal.impl,AbstractSession,installArtifacts,3,1,1,381,0,,
maven,org.apache.maven.internal.impl,AbstractSession,deployArtifact,3,1,2,392,0,,
maven,org.apache.maven.internal.impl,AbstractSession,setArtifactPath,3,1,2,403,0,,
maven,org.apache.maven.internal.impl,AbstractSession,getArtifactPath,3,1,1,413,0,,
maven,org.apache.maven.internal.impl,AbstractSession,isVersionSnapshot,3,1,1,424,0,,
maven,org.apache.maven.internal.impl,AbstractSession,createDependencyCoordinate,3,1,1,434,0,,
maven,org.apache.maven.internal.impl,AbstractSession,createDependencyCoordinate,3,1,1,445,0,,
maven,org.apache.maven.internal.impl,AbstractSession,collectDependencies,3,1,1,455,0,,
maven,org.apache.maven.internal.impl,AbstractSession,collectDependencies,3,1,1,467,0,,
maven,org.apache.maven.internal.impl,AbstractSession,collectDependencies,3,1,1,479,0,,
maven,org.apache.maven.internal.impl,AbstractSession,getPathForLocalArtifact,3,1,1,491,0,,
maven,org.apache.maven.internal.impl,AbstractSession,getPathForRemoteArtifact,3,1,2,496,0,,
maven,org.apache.maven.internal.impl,AbstractSession,parseVersion,3,1,1,502,0,,
maven,org.apache.maven.internal.impl,AbstractSession,parseVersionRange,3,1,1,507,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,DefaultArtifact,5,1,2,38,0,org.apache.maven.internal.impl.DefaultArtifact,org.apache.maven.internal.impl.DefaultArtifact
maven,org.apache.maven.internal.impl,DefaultArtifact,getArtifact,3,1,0,51,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,key,3,1,0,55,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,getGroupId,3,1,0,60,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,getArtifactId,3,1,0,66,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,getVersion,3,1,0,72,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,getExtension,3,1,0,78,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,getClassifier,3,1,0,84,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,isSnapshot,3,1,0,90,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,toCoordinate,3,1,0,95,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,equals,3,1,1,101,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,hashCode,3,1,0,106,0,,
maven,org.apache.maven.internal.impl,DefaultArtifact,toString,3,1,0,111,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinate,DefaultArtifactCoordinate,4,1,2,36,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinate,getCoordinate,3,1,0,42,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinate,getGroupId,3,1,0,46,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinate,getArtifactId,3,1,0,52,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinate,getVersion,3,1,0,58,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinate,getExtension,3,1,0,64,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinate,getClassifier,3,1,0,69,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinate,equals,10,3,1,75,0,org.apache.maven.internal.impl.DefaultArtifactCoordinate,org.apache.maven.internal.impl.DefaultArtifactCoordinate
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinate,hashCode,3,1,0,90,0,org.apache.maven.internal.impl.DefaultArtifactCoordinate,org.apache.maven.internal.impl.DefaultArtifactCoordinate
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinate,toString,3,1,0,95,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinateFactory,create,13,2,1,36,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactDeployer,DefaultArtifactDeployer,3,1,1,49,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactDeployer,deploy,13,1,1,54,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactFactory,create,13,2,1,36,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactInstaller,DefaultArtifactInstaller,3,1,1,43,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactInstaller,install,11,1,1,48,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactManager,DefaultArtifactManager,3,1,1,45,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactManager,getPath,18,6,1,50,0,org.apache.maven.internal.impl.DefaultArtifactManager,org.apache.maven.internal.impl.DefaultArtifactManager
maven,org.apache.maven.internal.impl,DefaultArtifactManager,setPath,17,5,2,72,0,org.apache.maven.internal.impl.DefaultArtifactManager,org.apache.maven.internal.impl.DefaultArtifactManager
maven,org.apache.maven.internal.impl,DefaultArtifactManager,id,3,1,1,90,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactManager,id,3,1,1,100,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactResolver,DefaultArtifactResolver,3,1,1,52,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactResolver,resolve,25,2,1,57,0,,
maven,org.apache.maven.internal.impl,DefaultArtifactResolver,getArtifacts,3,1,0,77,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,DefaultDependency,5,1,2,40,0,org.apache.maven.internal.impl.DefaultDependency,org.apache.maven.internal.impl.DefaultDependency
maven,org.apache.maven.internal.impl,DefaultDependency,key,3,1,0,54,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,getDependency,3,1,0,59,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,getGroupId,3,1,0,64,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,getArtifactId,3,1,0,69,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,getClassifier,3,1,0,74,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,getVersion,3,1,0,79,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,getExtension,3,1,0,84,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,getType,4,1,0,89,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,isSnapshot,3,1,0,97,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,getScope,3,1,0,102,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,isOptional,3,1,0,108,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,toCoordinate,3,1,0,114,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,equals,3,1,1,120,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,hashCode,3,1,0,125,0,,
maven,org.apache.maven.internal.impl,DefaultDependency,toString,3,1,0,130,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCollector,DefaultDependencyCollector,3,1,1,53,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCollector,collect,26,2,1,58,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCollector,getExceptions,3,1,0,86,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCollector,getRoot,3,1,0,91,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,DefaultDependencyCoordinate,4,1,2,39,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getDependency,3,1,0,45,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getGroupId,3,1,0,50,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getArtifactId,3,1,0,55,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getClassifier,3,1,0,60,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getVersion,3,1,0,65,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getExtension,3,1,0,70,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getType,4,1,0,75,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getScope,3,1,0,83,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getOptional,3,1,0,89,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getExclusions,3,1,0,95,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,toExclusion,11,1,1,101,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getGroupId,3,1,0,103,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinate,getArtifactId,3,1,0,109,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinateFactory,create,9,2,1,40,0,,
maven,org.apache.maven.internal.impl,DefaultDependencyCoordinateFactory,toExclusion,3,1,1,66,0,,
maven,org.apache.maven.internal.impl,DefaultEvent,DefaultEvent,4,1,2,34,0,,
maven,org.apache.maven.internal.impl,DefaultEvent,getType,3,1,0,39,0,,
maven,org.apache.maven.internal.impl,DefaultEvent,getSession,3,1,0,44,0,,
maven,org.apache.maven.internal.impl,DefaultEvent,getProject,3,1,0,49,0,,
maven,org.apache.maven.internal.impl,DefaultEvent,getMojoExecution,3,1,0,54,0,,
maven,org.apache.maven.internal.impl,DefaultEvent,getException,3,1,0,59,0,,
maven,org.apache.maven.internal.impl,DefaultLocalRepository,DefaultLocalRepository,3,1,1,34,0,,
maven,org.apache.maven.internal.impl,DefaultLocalRepository,getRepository,3,1,0,39,0,,
maven,org.apache.maven.internal.impl,DefaultLocalRepository,getId,3,1,0,44,0,,
maven,org.apache.maven.internal.impl,DefaultLocalRepository,getType,3,1,0,50,0,,
maven,org.apache.maven.internal.impl,DefaultLocalRepository,getPath,3,1,0,56,0,,
maven,org.apache.maven.internal.impl,DefaultLocalRepositoryManager,getPathForLocalArtifact,5,1,3,36,0,org.apache.maven.internal.impl.DefaultLocalRepositoryManager,org.apache.maven.internal.impl.DefaultLocalRepositoryManager
maven,org.apache.maven.internal.impl,DefaultLocalRepositoryManager,getPathForRemoteArtifact,5,1,4,43,0,org.apache.maven.internal.impl.DefaultLocalRepositoryManager,org.apache.maven.internal.impl.DefaultLocalRepositoryManager
maven,org.apache.maven.internal.impl,DefaultLocalRepositoryManager,getManager,7,2,2,52,0,,
maven,org.apache.maven.internal.impl,DefaultLog,DefaultLog,3,1,1,31,0,,
maven,org.apache.maven.internal.impl,DefaultLog,debug,5,2,1,35,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,debug,5,2,2,41,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,debug,3,1,1,48,0,,
maven,org.apache.maven.internal.impl,DefaultLog,debug,5,2,1,53,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,debug,5,2,2,60,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,info,5,2,1,67,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,info,5,2,2,74,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,info,3,1,1,81,0,,
maven,org.apache.maven.internal.impl,DefaultLog,info,5,2,1,86,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,info,5,2,2,93,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,warn,5,2,1,100,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,warn,5,2,2,107,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,warn,3,1,1,114,0,,
maven,org.apache.maven.internal.impl,DefaultLog,warn,5,2,1,119,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,warn,5,2,2,126,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,error,5,2,1,133,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,error,5,2,2,140,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,error,3,1,1,147,0,,
maven,org.apache.maven.internal.impl,DefaultLog,error,5,2,1,152,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,error,5,2,2,159,0,org.apache.maven.internal.impl.DefaultLog,org.apache.maven.internal.impl.DefaultLog
maven,org.apache.maven.internal.impl,DefaultLog,isDebugEnabled,3,1,0,166,0,,
maven,org.apache.maven.internal.impl,DefaultLog,isInfoEnabled,3,1,0,171,0,,
maven,org.apache.maven.internal.impl,DefaultLog,isWarnEnabled,3,1,0,176,0,,
maven,org.apache.maven.internal.impl,DefaultLog,isErrorEnabled,3,1,0,181,0,,
maven,org.apache.maven.internal.impl,DefaultLog,toString,3,1,1,186,0,,
maven,org.apache.maven.internal.impl,DefaultLookup,DefaultLookup,3,1,1,39,0,,
maven,org.apache.maven.internal.impl,DefaultLookup,lookup,8,1,1,44,0,,
maven,org.apache.maven.internal.impl,DefaultLookup,lookup,8,1,2,53,0,,
maven,org.apache.maven.internal.impl,DefaultLookup,lookupList,8,1,1,62,0,,
maven,org.apache.maven.internal.impl,DefaultLookup,lookupMap,8,1,1,71,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,DefaultMessageBuilder,3,1,0,30,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,DefaultMessageBuilder,3,1,1,34,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,trace,3,1,1,38,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,debug,3,1,1,44,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,info,3,1,1,50,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,warning,3,1,1,56,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,error,3,1,1,62,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,success,3,1,1,68,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,failure,3,1,1,74,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,strong,3,1,1,80,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,mojo,3,1,1,86,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,project,3,1,1,92,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,a,4,1,3,98,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,a,4,1,1,105,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,a,4,1,3,112,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,a,4,1,1,119,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,a,4,1,1,126,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,newline,4,1,0,133,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,format,4,1,2,140,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,build,3,1,0,147,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilder,toString,3,1,0,153,0,org.apache.maven.internal.impl.DefaultMessageBuilder,org.apache.maven.internal.impl.DefaultMessageBuilder
maven,org.apache.maven.internal.impl,DefaultMessageBuilderFactory,DefaultMessageBuilderFactory,2,1,0,39,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilderFactory,isColorEnabled,3,1,0,42,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilderFactory,getTerminalWidth,3,1,0,47,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilderFactory,builder,3,1,0,52,0,,
maven,org.apache.maven.internal.impl,DefaultMessageBuilderFactory,builder,3,1,1,58,0,,
maven,org.apache.maven.internal.impl,DefaultModelXmlFactory,read,37,6,1,48,0,,
maven,org.apache.maven.internal.impl,DefaultModelXmlFactory,write,26,4,1,83,0,,
maven,org.apache.maven.internal.impl,DefaultModelXmlFactory,fromXml,3,1,1,108,0,,
maven,org.apache.maven.internal.impl,DefaultModelXmlFactory,toXml,3,1,1,120,0,,
maven,org.apache.maven.internal.impl,DefaultMojoExecution,DefaultMojoExecution,3,1,1,31,0,,
maven,org.apache.maven.internal.impl,DefaultMojoExecution,getDelegate,3,1,0,35,0,,
maven,org.apache.maven.internal.impl,DefaultMojoExecution,getPlugin,3,1,0,39,0,,
maven,org.apache.maven.internal.impl,DefaultMojoExecution,getExecutionId,3,1,0,44,0,,
maven,org.apache.maven.internal.impl,DefaultMojoExecution,getGoal,3,1,0,49,0,,
maven,org.apache.maven.internal.impl,DefaultMojoExecution,getConfiguration,3,1,0,54,0,,
maven,org.apache.maven.internal.impl,DefaultMojoExecution,toString,3,1,0,59,0,,
maven,org.apache.maven.internal.impl,DefaultNode,DefaultNode,5,1,3,40,0,,
maven,org.apache.maven.internal.impl,DefaultNode,getDependencyNode,3,1,0,47,0,,
maven,org.apache.maven.internal.impl,DefaultNode,getDependency,3,1,0,52,0,,
maven,org.apache.maven.internal.impl,DefaultNode,getChildren,3,1,0,57,0,,
maven,org.apache.maven.internal.impl,DefaultNode,getRemoteRepositories,3,1,0,62,0,,
maven,org.apache.maven.internal.impl,DefaultNode,getRepository,3,1,0,67,0,,
maven,org.apache.maven.internal.impl,DefaultNode,asString,50,10,0,73,0,org.apache.maven.internal.impl.DefaultNode,org.apache.maven.internal.impl.DefaultNode
maven,org.apache.maven.internal.impl,DefaultNode,join,12,3,3,133,0,,
maven,org.apache.maven.internal.impl,DefaultProject,DefaultProject,4,1,2,50,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getSession,3,1,0,55,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getProject,3,1,0,59,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getGroupId,3,1,0,63,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getArtifactId,3,1,0,69,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getVersion,3,1,0,75,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getArtifact,7,1,0,81,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getPackaging,3,1,0,92,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getModel,3,1,0,98,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getPomPath,4,1,0,104,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getDependencies,3,1,0,111,0,org.apache.maven.internal.impl.DefaultProject,org.apache.maven.internal.impl.DefaultProject
maven,org.apache.maven.internal.impl,DefaultProject,getManagedDependencies,7,2,0,117,0,org.apache.maven.internal.impl.DefaultProject,org.apache.maven.internal.impl.DefaultProject
maven,org.apache.maven.internal.impl,DefaultProject,isExecutionRoot,3,1,0,127,0,,
maven,org.apache.maven.internal.impl,DefaultProject,isTopProject,3,1,0,132,0,org.apache.maven.internal.impl.DefaultProject,org.apache.maven.internal.impl.DefaultProject
maven,org.apache.maven.internal.impl,DefaultProject,isRootProject,3,1,0,138,0,org.apache.maven.internal.impl.DefaultProject,org.apache.maven.internal.impl.DefaultProject
maven,org.apache.maven.internal.impl,DefaultProject,getRootDirectory,3,1,0,143,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getParent,4,1,0,148,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getRemoteProjectRepositories,3,1,0,154,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getRemotePluginRepositories,3,1,0,159,0,,
maven,org.apache.maven.internal.impl,DefaultProject,toDependency,44,1,1,164,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getGroupId,3,1,0,167,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getArtifactId,3,1,0,172,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getClassifier,3,1,0,177,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getVersion,3,1,0,182,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getExtension,3,1,0,187,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getType,4,1,0,192,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getScope,3,1,0,198,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getOptional,3,1,0,204,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getExclusions,3,1,0,209,0,,
maven,org.apache.maven.internal.impl,DefaultProject,toExclusion,11,1,1,215,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getGroupId,3,1,0,217,0,,
maven,org.apache.maven.internal.impl,DefaultProject,getArtifactId,3,1,0,223,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,DefaultProjectBuilder,3,1,1,62,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,build,105,11,1,67,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getProjectId,3,1,0,108,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getPomFile,3,1,0,114,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getProject,3,1,0,120,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getProblems,3,1,0,126,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,toProblem,45,7,1,132,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getSource,3,1,0,134,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getLineNumber,3,1,0,139,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getColumnNumber,3,1,0,144,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getLocation,22,7,0,149,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getException,3,1,0,177,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getMessage,3,1,0,182,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getSeverity,3,1,0,187,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getDependencyResolverResult,11,1,0,194,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getExceptions,3,1,0,199,0,,
maven,org.apache.maven.internal.impl,DefaultProjectBuilder,getRoot,3,1,0,204,0,,
maven,org.apache.maven.internal.impl,DefaultProjectManager,DefaultProjectManager,5,1,3,59,0,,
maven,org.apache.maven.internal.impl,DefaultProjectManager,getPath,3,1,1,66,0,,
maven,org.apache.maven.internal.impl,DefaultProjectManager,getAttachedArtifacts,5,1,1,73,0,org.apache.maven.internal.impl.DefaultProjectManager,org.apache.maven.internal.impl.DefaultProjectManager
maven,org.apache.maven.internal.impl,DefaultProjectManager,attachArtifact,4,1,3,84,0,org.apache.maven.internal.impl.DefaultProjectManager,org.apache.maven.internal.impl.DefaultProjectManager
maven,org.apache.maven.internal.impl,DefaultProjectManager,getCompileSourceRoots,4,1,1,92,0,org.apache.maven.internal.impl.DefaultProjectManager,org.apache.maven.internal.impl.DefaultProjectManager
maven,org.apache.maven.internal.impl,DefaultProjectManager,addCompileSourceRoot,4,1,2,98,0,org.apache.maven.internal.impl.DefaultProjectManager,org.apache.maven.internal.impl.DefaultProjectManager
maven,org.apache.maven.internal.impl,DefaultProjectManager,getTestCompileSourceRoots,4,1,1,104,0,org.apache.maven.internal.impl.DefaultProjectManager,org.apache.maven.internal.impl.DefaultProjectManager
