Project Name,Package Name,Architecture Smell,Cause of the Smell
maven,org.apache.maven.settings,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GlobalSettingsTest]; [DefaultMavenSettingsBuilder; MavenSettingsBuilder]; [SettingsConfigurationException]; [SettingsUtils; SettingsUtilsV4; PomConstructionWithSettingsTest; SettingsUtilsTest]; [BaseObject]; [BaseObject.ChildrenTracking]. LCC (Lack of Component Cohesion) = 0.6
