Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
maven,org.apache.maven.repository.legacy,LegacyRepositorySystem,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
maven,org.apache.maven.repository.legacy,LegacyRepositorySystem.UnknownRepositoryLayout,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; fallback
maven,org.apache.maven.repository.legacy,LegacyRepositorySystem.UnknownRepositoryLayout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy,DefaultUpdateCheckManagerTest,Feature Envy,The tool detected a instance of this smell because testArtifact is more interested in members of the type: DefaultUpdateCheckManager
maven,org.apache.maven.repository.legacy,DefaultUpdateCheckManagerTest,Feature Envy,The tool detected a instance of this smell because testMissingArtifact is more interested in members of the type: DefaultUpdateCheckManager
maven,org.apache.maven.repository.legacy,DefaultUpdateCheckManagerTest,Feature Envy,The tool detected a instance of this smell because testPom is more interested in members of the type: DefaultUpdateCheckManager
maven,org.apache.maven.repository.legacy,DefaultUpdateCheckManagerTest,Feature Envy,The tool detected a instance of this smell because testMissingPom is more interested in members of the type: DefaultUpdateCheckManager
maven,org.apache.maven.repository.legacy,DefaultUpdateCheckManagerTest,Feature Envy,The tool detected a instance of this smell because testMetadata is more interested in members of the type: DefaultUpdateCheckManager
maven,org.apache.maven.repository.legacy,DefaultUpdateCheckManagerTest,Feature Envy,The tool detected a instance of this smell because testMissingMetadata is more interested in members of the type: DefaultUpdateCheckManager
maven,org.apache.maven.repository.legacy,DefaultWagonManagerTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: wagonManager; transferListener; artifactFactory; artifactRepositoryFactory; events
maven,org.apache.maven.repository.legacy,DefaultWagonManagerTest.TransferListener,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: events
maven,org.apache.maven.repository.legacy,DefaultWagonManagerTest.TransferListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy,DefaultWagonManagerTest.TransferListener,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: events
maven,org.apache.maven.repository.legacy,DefaultWagonManagerTest.ArtifactRepositoryLayoutStub,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
maven,org.apache.maven.repository.legacy,DefaultWagonManagerTest.ArtifactRepositoryLayoutStub,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy,LegacyRepositorySystemTest,Feature Envy,The tool detected a instance of this smell because testAuthenticationHandling is more interested in members of the type: LegacyRepositorySystem
maven,org.apache.maven.repository.legacy,PerLookupWagon,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy,PerLookupWagon,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): WagonMock
maven,org.apache.maven.repository.legacy,WagonA,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy,WagonA,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): WagonMock
maven,org.apache.maven.repository.legacy,WagonB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy,WagonB,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): WagonMock
maven,org.apache.maven.repository.legacy,WagonC,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy,WagonC,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): WagonMock
maven,org.apache.maven.repository.legacy.repository,DefaultArtifactRepositoryFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver.conflict,DefaultConflictResolver,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
maven,org.apache.maven.repository.legacy.resolver.conflict,DefaultConflictResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver.conflict,DefaultConflictResolverFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver.conflict,FarthestConflictResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver.conflict,NewestConflictResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver.conflict,OldestConflictResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver.conflict,FarthestConflictResolverTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractConflictResolverTest
maven,org.apache.maven.repository.legacy.resolver.conflict,NearestConflictResolverTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractConflictResolverTest
maven,org.apache.maven.repository.legacy.resolver.conflict,NewestConflictResolverTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractConflictResolverTest
maven,org.apache.maven.repository.legacy.resolver.conflict,OldestConflictResolverTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractConflictResolverTest
maven,org.apache.maven.repository.legacy.resolver,DefaultLegacyArtifactCollector,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver,DefaultArtifactCollectorTest,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 50 methods
maven,org.apache.maven.repository.legacy.resolver,DefaultArtifactCollectorTest.ArtifactSpec,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: artifact; dependencies
maven,org.apache.maven.repository.legacy.resolver,DefaultArtifactCollectorTest.ArtifactSpec,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver,DefaultArtifactCollectorTest.Source,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: artifacts; versions
maven,org.apache.maven.repository.legacy.resolver,DefaultArtifactCollectorTest.Source,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver.transform,DefaultArtifactTransformationManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver.transform,LatestArtifactTransformation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver.transform,ReleaseArtifactTransformation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.legacy.resolver.transform,SnapshotTransformation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.metadata,ArtifactMetadata,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 43 public methods
maven,org.apache.maven.repository.metadata,DefaultClasspathTransformation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.metadata,DefaultClasspathTransformation.ClasspathGraphVisitor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: graph; cpc; visited
maven,org.apache.maven.repository.metadata,DefaultClasspathTransformation.ClasspathGraphVisitor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.metadata,DefaultGraphConflictResolver,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: resolveConflicts
maven,org.apache.maven.repository.metadata,DefaultGraphConflictResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.metadata,MetadataGraph,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_VERTICES; DEFAULT_EDGES; versionedVertices; scopedVertices; entry; vertices; incidentEdges; excidentEdges; scope
maven,org.apache.maven.repository.metadata,MetadataGraph,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods
maven,org.apache.maven.repository.metadata,MetadataResolutionRequestTypeEnum,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id
maven,org.apache.maven.repository.metadata,MetadataResolutionResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.metadata,MetadataSource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.repository.metadata,TestMetadataSource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.toolchain,DefaultToolchainsBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.toolchain,DefaultToolchain,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; type; provides; KEY_TYPE; model
maven,org.apache.maven.toolchain,DefaultToolchain,Multipath Hierarchy,The tool detected the smell in this class because the class inherits another class directly as well as indirectly. The redundant inherited supertype is: Toolchain
maven,org.apache.maven.toolchain,DefaultToolchainManagerPrivate,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultToolchainManager; ToolchainManagerPrivate
maven,org.apache.maven.toolchain,RequirementMatcherFactory.ExactMatcher,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: provides
maven,org.apache.maven.toolchain,RequirementMatcherFactory.ExactMatcher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.toolchain,RequirementMatcherFactory.VersionMatcher,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: version
maven,org.apache.maven.toolchain,RequirementMatcherFactory.VersionMatcher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.usability.plugin,ExpressionDocumenter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.factory,DefaultArtifactFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.testutils,TestFileManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.testutils,TestFileManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TEMP_DIR_PATH; filesToDelete; baseFilename; fileSuffix; callerInfo; cleanupWarning; warnAboutCleanup
maven,org.apache.maven.artifact.handler.manager,DefaultArtifactHandlerManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,BomArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,EarArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,EjbArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,EjbClientArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,JarArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,JavadocArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,JavaSourceArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,MavenPluginArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,PomArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,RarArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,TestJarArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.handler.providers,WarArtifactHandlerProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.artifact.repository.metadata.io,DefaultMetadataReader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.bridge,MavenRepositorySystem,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_REMOTE_REPO_ID; DEFAULT_REMOTE_REPO_URL; DEFAULT_LOCAL_REPO_ID; artifactHandlerManager; layouts; WILDCARD; EXTERNAL_WILDCARD; EXTERNAL_HTTP_WILDCARD
maven,org.apache.maven.bridge,MavenRepositorySystem,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
maven,org.apache.maven.classrealm,ArtifactClassRealmConstituent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.classrealm,ClassRealmManagerDelegate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.classrealm,ClassRealmRequest.RealmType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
maven,org.apache.maven.classrealm,ClassRealmRequest.RealmType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.classrealm,DefaultClassRealmManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: API_REALMID; PARENT_CLASSLOADER; logger; world; containerRealm; delegates; mavenApiRealm; providedArtifacts
maven,org.apache.maven.configuration,BasedirBeanConfigurationPathTranslator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.configuration,DefaultBeanConfiguratorPathTest.SomeBean,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: file
maven,org.apache.maven.configuration,DefaultBeanConfiguratorPathTest.SomeBean,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.configuration,DefaultBeanConfiguratorTest.SomeBean,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: file
maven,org.apache.maven.configuration,DefaultBeanConfiguratorTest.SomeBean,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.configuration.internal,DefaultBeanConfigurator,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: DefaultBeanConfigurator; EnhancedConverterLookup
maven,org.apache.maven.configuration.internal,DefaultBeanConfigurator.BeanExpressionEvaluator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: preprocessor; translator
maven,org.apache.maven.configuration.internal,DefaultBeanConfigurator.BeanExpressionEvaluator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.configuration.internal,DefaultBeanConfigurator.XmlConverter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
maven,org.apache.maven.configuration.internal,DefaultBeanConfigurator.XmlConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.configuration.internal,DefaultBeanConfigurator.PathConverter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
maven,org.apache.maven.configuration.internal,DefaultBeanConfigurator.PathConverter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.configuration.internal,EnhancedComponentConfigurator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.eventspy,AbstractEventSpy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.eventspy,EventSpy.Context,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.eventspy.internal,EventSpyDispatcher,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: MavenSession; MavenExecutionRequest; ExecutionListener; ExecutionEvent; EventSpyDispatcher; DefaultMavenExecutionRequest
maven,org.apache.maven.eventspy.internal,EventSpyExecutionListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.eventspy.internal,EventSpyRepositoryListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.execution.scope.internal,MojoExecutionScope.ScopeState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: seeded; provided
maven,org.apache.maven.execution.scope.internal,MojoExecutionScope.ScopeState,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.execution.scope.internal,MojoExecutionScopeCoreModule,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.execution.scope.internal,MojoExecutionScopeCoreModule,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): MojoExecutionScopeModule
maven,org.apache.maven.extension.internal,CoreExportsProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.extension.internal,CoreExtensionEntry,Feature Envy,The tool detected a instance of this smell because discoverFrom is more interested in members of the type: ExtensionDescriptorBuilder
maven,org.apache.maven.graph,DefaultGraphBuilder,Feature Envy,The tool detected a instance of this smell because trimExcludedProjects is more interested in members of the type: ProjectSelector
maven,org.apache.maven.graph,DefaultGraphBuilderTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.graph,DefaultGraphBuilderTest.ExpectedResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.graph,DefaultGraphBuilderTest.SelectedProjectsResult,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: projectNames
maven,org.apache.maven.graph,DefaultGraphBuilderTest.SelectedProjectsResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.graph,DefaultGraphBuilderTest.ExceptionThrown,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: expected; partOfMessage
maven,org.apache.maven.graph,DefaultGraphBuilderTest.ExceptionThrown,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.graph,DefaultGraphBuilderTest.ScenarioBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.graph,DefaultGraphBuilderTest.ScenarioBuilder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: description; activeRequiredProjects; activeOptionalProjects; inactiveRequiredProjects; inactiveOptionalProjects; resumeFrom; makeBehavior; requestedPom; recursive
maven,org.apache.maven.internal.aether,LoggingRepositoryListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.internal.aether,MavenDeployer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.internal.aether,MavenInstaller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.internal.aether,ResolverLifecycle,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.internal.aether,ReverseTreeRepositoryListener,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: artifactResolved
maven,org.apache.maven.internal.impl,AbstractSession,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 48 public methods
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.internal.impl,DefaultArtifactCoordinateFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.internal.impl,DefaultArtifactDeployer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.internal.impl,DefaultArtifactFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.internal.impl,DefaultArtifactInstaller,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.internal.impl,DefaultArtifactManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
maven,org.apache.maven.internal.impl,DefaultArtifactResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
