,total,weeks,author
0,28,"[{'w': 1695513600, 'a': 377, 'd': 53, 'c': 17}, {'w': 1696118400, 'a': 27, 'd': 2, 'c': 5}, {'w': 1696723200, 'a': 1, 'd': 1, 'c': 1}, {'w': 1697328000, 'a': 210, 'd': 42, 'c': 5}]","{'login': 'shivaylamba', 'id': 19529592, 'node_id': 'MDQ6VXNlcjE5NTI5NTky', 'avatar_url': 'https://avatars.githubusercontent.com/u/19529592?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/shivaylamba', 'html_url': 'https://github.com/shivaylamba', 'followers_url': 'https://api.github.com/users/shivaylamba/followers', 'following_url': 'https://api.github.com/users/shivaylamba/following{/other_user}', 'gists_url': 'https://api.github.com/users/shivaylamba/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/shivaylamba/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/shivaylamba/subscriptions', 'organizations_url': 'https://api.github.com/users/shivaylamba/orgs', 'repos_url': 'https://api.github.com/users/shivaylamba/repos', 'events_url': 'https://api.github.com/users/shivaylamba/events{/privacy}', 'received_events_url': 'https://api.github.com/users/shivaylamba/received_events', 'type': 'User', 'site_admin': False}"
